prscrbr_npi,prscrbr_last_org_name,prscrbr_first_name,prscrbr_city,prscrbr_state_abrvtn,prscrbr_type,drug_name,generic_name,drug_class,tot_clms,tot_benes,tot_day_suply,tot_drug_cst,year
9000000129,Provider_HCP0129,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,213,110,9798,248198.87,2024
9000000129,Provider_HCP0129,Synthetic,NY City,NY,Oncology/Hematology,Vexpro,vexpro,Competitor B,190,33,6650,119584.52,2024
9000000130,Provider_HCP0130,Synthetic,AZ City,AZ,Pulmonology,Nexoral,nexoral,Competitor A,192,12,11904,34470.49,2024
9000000130,Provider_HCP0130,Synthetic,AZ City,AZ,Pulmonology,Vexpro,vexpro,Competitor B,224,68,14560,141974.09,2024
9000000131,Provider_HCP0131,Synthetic,CA City,CA,Rheumatology,Nexoral,nexoral,Competitor A,49,23,2597,9422.23,2024
9000000131,Provider_HCP0131,Synthetic,CA City,CA,Rheumatology,Vexpro,vexpro,Competitor B,54,26,2430,61169.35,2024
9000000131,Provider_HCP0131,Synthetic,CA City,CA,Rheumatology,Roventra,roventra,Launch product,138,69,8694,109120.06,2024
9000000132,Provider_HCP0132,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,141,31,7755,144080.97,2024
9000000133,Provider_HCP0133,Synthetic,NJ City,NJ,Family Practice,Nexoral,nexoral,Competitor A,59,34,4720,31760.68,2024
9000000134,Provider_HCP0134,Synthetic,AZ City,AZ,Oncology/Hematology,Roventra,roventra,Launch product,20,19,1500,4488.76,2024
9000000134,Provider_HCP0134,Synthetic,AZ City,AZ,Oncology/Hematology,Vexpro,vexpro,Competitor B,180,69,6480,134452.41,2024
9000000135,Provider_HCP0135,Synthetic,WA City,WA,Cardiology,Nexoral,nexoral,Competitor A,271,28,23035,285280.69,2024
9000000136,Provider_HCP0136,Synthetic,PA City,PA,Family Practice,Nexoral,nexoral,Competitor A,85,46,6290,65286.09,2024
9000000136,Provider_HCP0136,Synthetic,PA City,PA,Family Practice,Vexpro,vexpro,Competitor B,87,73,6525,65822.47,2024
9000000137,Provider_HCP0137,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,75,74,2925,84128.58,2024
9000000138,Provider_HCP0138,Synthetic,AZ City,AZ,Pulmonology,Roventra,roventra,Launch product,146,109,11388,99598.29,2024
9000000139,Provider_HCP0139,Synthetic,GA City,GA,Endocrinology,Vexpro,vexpro,Competitor B,189,129,5292,138946.22,2024
9000000139,Provider_HCP0139,Synthetic,GA City,GA,Endocrinology,Nexoral,nexoral,Competitor A,25,15,1200,21536.07,2024
9000000140,Provider_HCP0140,Synthetic,FL City,FL,Family Practice,Nexoral,nexoral,Competitor A,91,84,5278,8060.03,2024
9000000140,Provider_HCP0140,Synthetic,FL City,FL,Family Practice,Vexpro,vexpro,Competitor B,80,59,5280,30639.46,2024
9000000141,Provider_HCP0141,Synthetic,OH City,OH,Cardiology,Roventra,roventra,Launch product,245,188,21560,59094.05,2024
9000000141,Provider_HCP0141,Synthetic,OH City,OH,Cardiology,Nexoral,nexoral,Competitor A,109,44,9047,98987.36,2024
9000000142,Provider_HCP0142,Synthetic,MI City,MI,Pulmonology,Nexoral,nexoral,Competitor A,201,66,6633,157376.61,2024
9000000143,Provider_HCP0143,Synthetic,TX City,TX,Oncology/Hematology,Vexpro,vexpro,Competitor B,241,231,16388,161525.74,2024
9000000144,Provider_HCP0144,Synthetic,GA City,GA,Endocrinology,Vexpro,vexpro,Competitor B,251,221,17068,217256.34,2024
9000000144,Provider_HCP0144,Synthetic,GA City,GA,Endocrinology,Roventra,roventra,Launch product,223,138,8251,192176.02,2024
9000000145,Provider_HCP0145,Synthetic,TX City,TX,Endocrinology,Vexpro,vexpro,Competitor B,126,67,9954,63626.55,2024
9000000146,Provider_HCP0146,Synthetic,NJ City,NJ,Family Practice,Nexoral,nexoral,Competitor A,129,58,4515,26567.01,2024
9000000146,Provider_HCP0146,Synthetic,NJ City,NJ,Family Practice,Vexpro,vexpro,Competitor B,19,13,1045,20551.79,2024
9000000147,Provider_HCP0147,Synthetic,MI City,MI,Family Practice,Vexpro,vexpro,Competitor B,35,19,2485,30673.08,2024
9000000148,Provider_HCP0148,Synthetic,FL City,FL,Endocrinology,Roventra,roventra,Launch product,265,120,11925,307260.13,2024
9000000149,Provider_HCP0149,Synthetic,CA City,CA,Family Practice,Nexoral,nexoral,Competitor A,127,72,5842,108881.2,2024
9000000150,Provider_HCP0150,Synthetic,GA City,GA,Endocrinology,Nexoral,nexoral,Competitor A,243,232,21141,136914.02,2024
9000000150,Provider_HCP0150,Synthetic,GA City,GA,Endocrinology,Vexpro,vexpro,Competitor B,168,69,10920,22155.51,2024
9000000151,Provider_HCP0151,Synthetic,PA City,PA,Oncology/Hematology,Nexoral,nexoral,Competitor A,199,27,17313,90265.74,2024
9000000151,Provider_HCP0151,Synthetic,PA City,PA,Oncology/Hematology,Vexpro,vexpro,Competitor B,26,13,1274,12717.29,2024
9000000151,Provider_HCP0151,Synthetic,PA City,PA,Oncology/Hematology,Roventra,roventra,Launch product,126,37,11214,14947.35,2024
9000000152,Provider_HCP0152,Synthetic,GA City,GA,Oncology/Hematology,Vexpro,vexpro,Competitor B,226,186,16724,120878.32,2024
9000000153,Provider_HCP0153,Synthetic,IL City,IL,Rheumatology,Nexoral,nexoral,Competitor A,41,11,2747,23669.29,2024
9000000153,Provider_HCP0153,Synthetic,IL City,IL,Rheumatology,Roventra,roventra,Launch product,126,113,9954,60021.27,2024
9000000154,Provider_HCP0154,Synthetic,WA City,WA,Family Practice,Vexpro,vexpro,Competitor B,190,27,15200,141227.49,2024
9000000155,Provider_HCP0155,Synthetic,CA City,CA,Family Practice,Nexoral,nexoral,Competitor A,229,206,12595,47577.1,2024
9000000156,Provider_HCP0156,Synthetic,WA City,WA,Oncology/Hematology,Vexpro,vexpro,Competitor B,67,65,5963,56881.26,2024
9000000156,Provider_HCP0156,Synthetic,WA City,WA,Oncology/Hematology,Nexoral,nexoral,Competitor A,150,131,13350,106535.29,2024
9000000157,Provider_HCP0157,Synthetic,FL City,FL,Family Practice,Vexpro,vexpro,Competitor B,124,47,10292,94125.95,2024
9000000158,Provider_HCP0158,Synthetic,NY City,NY,Rheumatology,Vexpro,vexpro,Competitor B,285,78,10260,97785.64,2024
9000000159,Provider_HCP0159,Synthetic,TX City,TX,Cardiology,Roventra,roventra,Launch product,54,38,3402,16163.11,2024
9000000160,Provider_HCP0160,Synthetic,TX City,TX,Cardiology,Vexpro,vexpro,Competitor B,256,65,9472,191993.48,2024
9000000160,Provider_HCP0160,Synthetic,TX City,TX,Cardiology,Nexoral,nexoral,Competitor A,45,33,2655,25226.33,2024
9000000161,Provider_HCP0161,Synthetic,OH City,OH,Family Practice,Nexoral,nexoral,Competitor A,265,177,21730,40979.9,2024
9000000162,Provider_HCP0162,Synthetic,AZ City,AZ,Family Practice,Nexoral,nexoral,Competitor A,260,73,20540,44583.12,2024
9000000162,Provider_HCP0162,Synthetic,AZ City,AZ,Family Practice,Roventra,roventra,Launch product,214,174,12840,61407.51,2024
9000000162,Provider_HCP0162,Synthetic,AZ City,AZ,Family Practice,Vexpro,vexpro,Competitor B,134,24,7638,103264.58,2024
9000000163,Provider_HCP0163,Synthetic,OH City,OH,Oncology/Hematology,Roventra,roventra,Launch product,150,90,11400,114037.75,2024
9000000163,Provider_HCP0163,Synthetic,OH City,OH,Oncology/Hematology,Vexpro,vexpro,Competitor B,262,200,14148,111151.51,2024
9000000164,Provider_HCP0164,Synthetic,AZ City,AZ,Endocrinology,Vexpro,vexpro,Competitor B,142,119,5254,62857.06,2024
9000000164,Provider_HCP0164,Synthetic,AZ City,AZ,Endocrinology,Roventra,roventra,Launch product,71,20,5964,28476.39,2024
9000000165,Provider_HCP0165,Synthetic,PA City,PA,Family Practice,Vexpro,vexpro,Competitor B,121,11,6776,65926.87,2024
9000000166,Provider_HCP0166,Synthetic,WA City,WA,Family Practice,Vexpro,vexpro,Competitor B,252,156,8820,287290.2,2024
9000000166,Provider_HCP0166,Synthetic,WA City,WA,Family Practice,Nexoral,nexoral,Competitor A,133,26,8911,45178.08,2024
9000000167,Provider_HCP0167,Synthetic,TX City,TX,Rheumatology,Vexpro,vexpro,Competitor B,206,71,8240,53833.02,2024
9000000168,Provider_HCP0168,Synthetic,AZ City,AZ,Rheumatology,Vexpro,vexpro,Competitor B,45,25,3600,18767.29,2024
9000000169,Provider_HCP0169,Synthetic,NY City,NY,Family Practice,Vexpro,vexpro,Competitor B,175,143,12425,170773.08,2024
9000000170,Provider_HCP0170,Synthetic,NY City,NY,Endocrinology,Vexpro,vexpro,Competitor B,207,183,16767,21191.6,2024
9000000170,Provider_HCP0170,Synthetic,NY City,NY,Endocrinology,Nexoral,nexoral,Competitor A,284,83,11644,88755.73,2024
9000000171,Provider_HCP0171,Synthetic,PA City,PA,Endocrinology,Nexoral,nexoral,Competitor A,101,73,7878,50876.1,2024
9000000172,Provider_HCP0172,Synthetic,FL City,FL,Family Practice,Vexpro,vexpro,Competitor B,171,76,5130,33869.02,2024
9000000173,Provider_HCP0173,Synthetic,TX City,TX,Family Practice,Nexoral,nexoral,Competitor A,56,54,4088,58644.09,2024
9000000174,Provider_HCP0174,Synthetic,IL City,IL,Endocrinology,Vexpro,vexpro,Competitor B,66,18,3696,14417.84,2024
9000000175,Provider_HCP0175,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,152,92,9424,60566.58,2024
9000000175,Provider_HCP0175,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,207,77,18630,238540.2,2024
9000000176,Provider_HCP0176,Synthetic,WA City,WA,Oncology/Hematology,Vexpro,vexpro,Competitor B,140,50,11480,121236.2,2024
9000000176,Provider_HCP0176,Synthetic,WA City,WA,Oncology/Hematology,Nexoral,nexoral,Competitor A,276,242,17664,78542.08,2024
9000000177,Provider_HCP0177,Synthetic,NJ City,NJ,Oncology/Hematology,Nexoral,nexoral,Competitor A,224,40,10080,114990.99,2024
9000000178,Provider_HCP0178,Synthetic,GA City,GA,Pulmonology,Nexoral,nexoral,Competitor A,125,116,7000,114952.31,2024
9000000179,Provider_HCP0179,Synthetic,WA City,WA,Rheumatology,Roventra,roventra,Launch product,218,210,15696,145447.58,2024
9000000179,Provider_HCP0179,Synthetic,WA City,WA,Rheumatology,Nexoral,nexoral,Competitor A,170,169,6120,58945.3,2024
9000000180,Provider_HCP0180,Synthetic,OH City,OH,Family Practice,Roventra,roventra,Launch product,57,55,4047,30393.29,2024
9000000181,Provider_HCP0181,Synthetic,GA City,GA,Pulmonology,Vexpro,vexpro,Competitor B,141,40,7896,29715.05,2024
9000000182,Provider_HCP0182,Synthetic,WA City,WA,Rheumatology,Nexoral,nexoral,Competitor A,98,11,6664,51807.39,2024
9000000183,Provider_HCP0183,Synthetic,GA City,GA,Rheumatology,Roventra,roventra,Launch product,143,55,10153,156314.63,2024
9000000183,Provider_HCP0183,Synthetic,GA City,GA,Rheumatology,Vexpro,vexpro,Competitor B,47,35,2115,46064.13,2024
9000000184,Provider_HCP0184,Synthetic,OH City,OH,Family Practice,Vexpro,vexpro,Competitor B,118,50,8496,101336.89,2024
9000000184,Provider_HCP0184,Synthetic,OH City,OH,Family Practice,Nexoral,nexoral,Competitor A,185,178,10360,179586.69,2024
9000000185,Provider_HCP0185,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,266,113,16758,129461.04,2024
9000000185,Provider_HCP0185,Synthetic,WA City,WA,Pulmonology,Nexoral,nexoral,Competitor A,208,64,16640,176467.75,2024
9000000186,Provider_HCP0186,Synthetic,IL City,IL,Family Practice,Nexoral,nexoral,Competitor A,32,22,2464,8958.89,2024
9000000186,Provider_HCP0186,Synthetic,IL City,IL,Family Practice,Vexpro,vexpro,Competitor B,57,47,4902,22369.82,2024
9000000187,Provider_HCP0187,Synthetic,GA City,GA,Family Practice,Vexpro,vexpro,Competitor B,207,165,15318,18314.62,2024
9000000188,Provider_HCP0188,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,55,29,3190,53691.59,2024
9000000189,Provider_HCP0189,Synthetic,AZ City,AZ,Family Practice,Vexpro,vexpro,Competitor B,157,112,5652,152665.57,2024
9000000189,Provider_HCP0189,Synthetic,AZ City,AZ,Family Practice,Nexoral,nexoral,Competitor A,147,127,10437,102427.78,2024
9000000190,Provider_HCP0190,Synthetic,NY City,NY,Pulmonology,Vexpro,vexpro,Competitor B,81,51,7128,77345.71,2024
9000000191,Provider_HCP0191,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,168,146,6888,26900.0,2024
9000000191,Provider_HCP0191,Synthetic,FL City,FL,Oncology/Hematology,Roventra,roventra,Launch product,14,14,1232,8816.4,2024
9000000192,Provider_HCP0192,Synthetic,IL City,IL,Rheumatology,Vexpro,vexpro,Competitor B,281,223,21075,43734.23,2024
9000000192,Provider_HCP0192,Synthetic,IL City,IL,Rheumatology,Roventra,roventra,Launch product,117,50,9477,57272.27,2024
9000000193,Provider_HCP0193,Synthetic,OH City,OH,Family Practice,Nexoral,nexoral,Competitor A,47,38,3525,18965.29,2024
9000000193,Provider_HCP0193,Synthetic,OH City,OH,Family Practice,Roventra,roventra,Launch product,292,275,20732,349230.55,2024
9000000194,Provider_HCP0194,Synthetic,FL City,FL,Endocrinology,Roventra,roventra,Launch product,111,25,7548,58896.57,2024
9000000195,Provider_HCP0195,Synthetic,CA City,CA,Cardiology,Vexpro,vexpro,Competitor B,143,121,5863,135581.84,2024
9000000196,Provider_HCP0196,Synthetic,TX City,TX,Rheumatology,Nexoral,nexoral,Competitor A,41,29,3362,46494.82,2024
9000000197,Provider_HCP0197,Synthetic,WA City,WA,Family Practice,Nexoral,nexoral,Competitor A,218,108,7412,236964.16,2024
9000000197,Provider_HCP0197,Synthetic,WA City,WA,Family Practice,Vexpro,vexpro,Competitor B,192,85,5760,206816.46,2024
9000000198,Provider_HCP0198,Synthetic,IL City,IL,Pulmonology,Nexoral,nexoral,Competitor A,117,39,4095,104139.55,2024
9000000199,Provider_HCP0199,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,52,42,3692,18289.62,2024
9000000199,Provider_HCP0199,Synthetic,IL City,IL,Cardiology,Roventra,roventra,Launch product,206,12,11124,26813.36,2024
9000000199,Provider_HCP0199,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,205,87,17220,59595.65,2024
9000000200,Provider_HCP0200,Synthetic,OH City,OH,Rheumatology,Nexoral,nexoral,Competitor A,168,128,12264,46927.04,2024
9000000200,Provider_HCP0200,Synthetic,OH City,OH,Rheumatology,Vexpro,vexpro,Competitor B,171,128,13167,85310.43,2024
9000000201,Provider_HCP0201,Synthetic,NJ City,NJ,Oncology/Hematology,Nexoral,nexoral,Competitor A,238,76,9520,193468.41,2024
9000000201,Provider_HCP0201,Synthetic,NJ City,NJ,Oncology/Hematology,Vexpro,vexpro,Competitor B,267,39,16020,129926.55,2024
9000000202,Provider_HCP0202,Synthetic,AZ City,AZ,Endocrinology,Vexpro,vexpro,Competitor B,142,102,4970,72924.39,2024
9000000202,Provider_HCP0202,Synthetic,AZ City,AZ,Endocrinology,Nexoral,nexoral,Competitor A,199,130,16915,119894.55,2024
9000000203,Provider_HCP0203,Synthetic,GA City,GA,Family Practice,Nexoral,nexoral,Competitor A,280,166,19320,116300.39,2024
9000000204,Provider_HCP0204,Synthetic,TX City,TX,Endocrinology,Roventra,roventra,Launch product,124,119,8928,80388.96,2024
9000000204,Provider_HCP0204,Synthetic,TX City,TX,Endocrinology,Nexoral,nexoral,Competitor A,242,115,20086,176926.74,2024
9000000205,Provider_HCP0205,Synthetic,MI City,MI,Family Practice,Roventra,roventra,Launch product,220,165,9240,246814.65,2024
9000000206,Provider_HCP0206,Synthetic,WA City,WA,Endocrinology,Vexpro,vexpro,Competitor B,173,84,10034,122182.6,2024
9000000206,Provider_HCP0206,Synthetic,WA City,WA,Endocrinology,Roventra,roventra,Launch product,137,26,12056,138094.47,2024
9000000207,Provider_HCP0207,Synthetic,PA City,PA,Endocrinology,Roventra,roventra,Launch product,278,55,21684,233628.81,2024
9000000207,Provider_HCP0207,Synthetic,PA City,PA,Endocrinology,Vexpro,vexpro,Competitor B,244,158,10980,291046.75,2024
9000000208,Provider_HCP0208,Synthetic,NJ City,NJ,Oncology/Hematology,Roventra,roventra,Launch product,153,44,12240,110794.08,2024
9000000209,Provider_HCP0209,Synthetic,IL City,IL,Cardiology,Roventra,roventra,Launch product,161,143,12397,89613.13,2024
9000000210,Provider_HCP0210,Synthetic,FL City,FL,Family Practice,Vexpro,vexpro,Competitor B,156,71,4524,70875.18,2024
9000000211,Provider_HCP0211,Synthetic,FL City,FL,Endocrinology,Vexpro,vexpro,Competitor B,27,26,1782,29128.39,2024
9000000211,Provider_HCP0211,Synthetic,FL City,FL,Endocrinology,Nexoral,nexoral,Competitor A,95,30,7600,8691.46,2024
9000000212,Provider_HCP0212,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,180,29,13500,112292.97,2024
9000000213,Provider_HCP0213,Synthetic,IL City,IL,Oncology/Hematology,Vexpro,vexpro,Competitor B,107,51,8239,14788.41,2024
9000000214,Provider_HCP0214,Synthetic,NJ City,NJ,Oncology/Hematology,Vexpro,vexpro,Competitor B,184,59,6624,211647.07,2024
9000000215,Provider_HCP0215,Synthetic,FL City,FL,Endocrinology,Nexoral,nexoral,Competitor A,235,155,11515,159164.57,2024
9000000216,Provider_HCP0216,Synthetic,FL City,FL,Family Practice,Roventra,roventra,Launch product,210,174,16380,240145.32,2024
9000000217,Provider_HCP0217,Synthetic,MI City,MI,Endocrinology,Nexoral,nexoral,Competitor A,89,31,4272,66293.19,2024
9000000217,Provider_HCP0217,Synthetic,MI City,MI,Endocrinology,Roventra,roventra,Launch product,142,74,7100,120876.62,2024
9000000218,Provider_HCP0218,Synthetic,MI City,MI,Endocrinology,Vexpro,vexpro,Competitor B,56,40,2296,52573.06,2024
9000000219,Provider_HCP0219,Synthetic,TX City,TX,Family Practice,Nexoral,nexoral,Competitor A,20,12,1720,16642.19,2024
9000000220,Provider_HCP0220,Synthetic,NY City,NY,Cardiology,Vexpro,vexpro,Competitor B,160,52,11680,14756.15,2024
9000000221,Provider_HCP0221,Synthetic,WA City,WA,Cardiology,Nexoral,nexoral,Competitor A,130,32,3770,10420.62,2024
9000000222,Provider_HCP0222,Synthetic,OH City,OH,Cardiology,Roventra,roventra,Launch product,263,202,9468,134026.62,2024
9000000223,Provider_HCP0223,Synthetic,OH City,OH,Endocrinology,Roventra,roventra,Launch product,21,21,1260,8126.33,2024
9000000224,Provider_HCP0224,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,257,100,11565,110470.98,2024
9000000224,Provider_HCP0224,Synthetic,NY City,NY,Oncology/Hematology,Roventra,roventra,Launch product,108,44,8100,110973.84,2024
9000000224,Provider_HCP0224,Synthetic,NY City,NY,Oncology/Hematology,Vexpro,vexpro,Competitor B,51,20,3570,13280.25,2024
9000000225,Provider_HCP0225,Synthetic,IL City,IL,Family Practice,Roventra,roventra,Launch product,156,93,11232,136620.16,2024
9000000225,Provider_HCP0225,Synthetic,IL City,IL,Family Practice,Vexpro,vexpro,Competitor B,275,250,18975,31406.4,2024
9000000226,Provider_HCP0226,Synthetic,PA City,PA,Pulmonology,Nexoral,nexoral,Competitor A,156,36,9048,75956.41,2024
9000000226,Provider_HCP0226,Synthetic,PA City,PA,Pulmonology,Vexpro,vexpro,Competitor B,277,127,9695,330110.15,2024
9000000227,Provider_HCP0227,Synthetic,WA City,WA,Pulmonology,Nexoral,nexoral,Competitor A,107,24,2996,110864.01,2024
9000000228,Provider_HCP0228,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,147,85,7497,24647.07,2024
9000000228,Provider_HCP0228,Synthetic,NY City,NY,Oncology/Hematology,Vexpro,vexpro,Competitor B,225,103,7200,45568.44,2024
9000000229,Provider_HCP0229,Synthetic,PA City,PA,Cardiology,Nexoral,nexoral,Competitor A,81,48,4293,28011.95,2024
9000000230,Provider_HCP0230,Synthetic,PA City,PA,Cardiology,Vexpro,vexpro,Competitor B,192,188,14016,53397.88,2024
9000000230,Provider_HCP0230,Synthetic,PA City,PA,Cardiology,Nexoral,nexoral,Competitor A,97,16,3395,19640.43,2024
9000000231,Provider_HCP0231,Synthetic,PA City,PA,Cardiology,Vexpro,vexpro,Competitor B,127,21,5207,68585.24,2024
9000000231,Provider_HCP0231,Synthetic,PA City,PA,Cardiology,Nexoral,nexoral,Competitor A,230,145,19090,196777.94,2024
9000000232,Provider_HCP0232,Synthetic,CA City,CA,Cardiology,Nexoral,nexoral,Competitor A,21,17,1533,22244.47,2024
9000000233,Provider_HCP0233,Synthetic,PA City,PA,Oncology/Hematology,Vexpro,vexpro,Competitor B,100,93,7600,57027.5,2024
9000000233,Provider_HCP0233,Synthetic,PA City,PA,Oncology/Hematology,Nexoral,nexoral,Competitor A,281,132,17141,78506.62,2024
9000000233,Provider_HCP0233,Synthetic,PA City,PA,Oncology/Hematology,Roventra,roventra,Launch product,91,67,5824,49074.53,2024
9000000234,Provider_HCP0234,Synthetic,NJ City,NJ,Family Practice,Nexoral,nexoral,Competitor A,24,12,1464,19142.45,2024
9000000234,Provider_HCP0234,Synthetic,NJ City,NJ,Family Practice,Vexpro,vexpro,Competitor B,187,21,12529,43781.96,2024
9000000235,Provider_HCP0235,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,248,56,15128,207078.92,2024
9000000236,Provider_HCP0236,Synthetic,TX City,TX,Endocrinology,Nexoral,nexoral,Competitor A,277,102,21606,133245.77,2024
9000000236,Provider_HCP0236,Synthetic,TX City,TX,Endocrinology,Roventra,roventra,Launch product,250,39,10250,231381.66,2024
9000000237,Provider_HCP0237,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,137,53,4932,100344.38,2024
9000000238,Provider_HCP0238,Synthetic,FL City,FL,Endocrinology,Vexpro,vexpro,Competitor B,169,62,6760,36433.51,2024
9000000238,Provider_HCP0238,Synthetic,FL City,FL,Endocrinology,Roventra,roventra,Launch product,201,99,6633,120435.68,2024
9000000238,Provider_HCP0238,Synthetic,FL City,FL,Endocrinology,Nexoral,nexoral,Competitor A,87,45,4350,89205.74,2024
9000000239,Provider_HCP0239,Synthetic,OH City,OH,Family Practice,Nexoral,nexoral,Competitor A,258,157,8772,117859.94,2024
9000000240,Provider_HCP0240,Synthetic,WA City,WA,Pulmonology,Nexoral,nexoral,Competitor A,220,174,14520,182303.71,2024
9000000240,Provider_HCP0240,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,146,112,9636,64742.78,2024
9000000241,Provider_HCP0241,Synthetic,MI City,MI,Endocrinology,Roventra,roventra,Launch product,47,39,3478,30484.43,2024
9000000242,Provider_HCP0242,Synthetic,MI City,MI,Cardiology,Roventra,roventra,Launch product,13,11,663,4888.53,2024
9000000243,Provider_HCP0243,Synthetic,NJ City,NJ,Cardiology,Nexoral,nexoral,Competitor A,192,115,15168,50796.92,2024
9000000244,Provider_HCP0244,Synthetic,MI City,MI,Family Practice,Roventra,roventra,Launch product,295,155,23305,149232.33,2024
9000000244,Provider_HCP0244,Synthetic,MI City,MI,Family Practice,Nexoral,nexoral,Competitor A,170,81,7310,180566.71,2024
9000000245,Provider_HCP0245,Synthetic,GA City,GA,Rheumatology,Nexoral,nexoral,Competitor A,282,127,8460,208543.51,2024
9000000245,Provider_HCP0245,Synthetic,GA City,GA,Rheumatology,Vexpro,vexpro,Competitor B,170,12,6290,172896.5,2024
9000000246,Provider_HCP0246,Synthetic,WA City,WA,Rheumatology,Nexoral,nexoral,Competitor A,151,59,12835,84302.09,2024
9000000246,Provider_HCP0246,Synthetic,WA City,WA,Rheumatology,Vexpro,vexpro,Competitor B,37,11,2886,37897.54,2024
9000000247,Provider_HCP0247,Synthetic,NJ City,NJ,Family Practice,Vexpro,vexpro,Competitor B,27,17,1809,15297.44,2024
9000000248,Provider_HCP0248,Synthetic,GA City,GA,Endocrinology,Nexoral,nexoral,Competitor A,219,176,6789,153595.19,2024
9000000248,Provider_HCP0248,Synthetic,GA City,GA,Endocrinology,Vexpro,vexpro,Competitor B,99,30,4059,114643.29,2024
9000000249,Provider_HCP0249,Synthetic,FL City,FL,Oncology/Hematology,Vexpro,vexpro,Competitor B,46,28,3864,6841.5,2024
9000000250,Provider_HCP0250,Synthetic,MI City,MI,Rheumatology,Nexoral,nexoral,Competitor A,244,238,20496,183377.51,2024
9000000250,Provider_HCP0250,Synthetic,MI City,MI,Rheumatology,Vexpro,vexpro,Competitor B,185,179,14615,19840.07,2024
9000000251,Provider_HCP0251,Synthetic,NJ City,NJ,Endocrinology,Nexoral,nexoral,Competitor A,222,203,11100,117518.61,2024
9000000252,Provider_HCP0252,Synthetic,GA City,GA,Rheumatology,Nexoral,nexoral,Competitor A,149,120,12814,84638.55,2024
9000000252,Provider_HCP0252,Synthetic,GA City,GA,Rheumatology,Vexpro,vexpro,Competitor B,16,12,752,10670.78,2024
9000000253,Provider_HCP0253,Synthetic,TX City,TX,Pulmonology,Nexoral,nexoral,Competitor A,126,124,7308,11187.57,2024
9000000254,Provider_HCP0254,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,170,85,8840,166002.87,2024
9000000255,Provider_HCP0255,Synthetic,IL City,IL,Cardiology,Roventra,roventra,Launch product,99,41,2772,97863.3,2024
9000000255,Provider_HCP0255,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,32,11,1440,20267.48,2024
9000000256,Provider_HCP0256,Synthetic,PA City,PA,Endocrinology,Nexoral,nexoral,Competitor A,81,81,4374,15764.84,2024
9000000256,Provider_HCP0256,Synthetic,PA City,PA,Endocrinology,Roventra,roventra,Launch product,31,21,1922,33475.24,2024
9000000257,Provider_HCP0257,Synthetic,MI City,MI,Family Practice,Nexoral,nexoral,Competitor A,101,57,8686,103448.26,2024
9000000257,Provider_HCP0257,Synthetic,MI City,MI,Family Practice,Roventra,roventra,Launch product,122,54,6588,113640.25,2024
9000000258,Provider_HCP0258,Synthetic,IL City,IL,Endocrinology,Nexoral,nexoral,Competitor A,236,138,11328,254045.01,2024
9000000258,Provider_HCP0258,Synthetic,IL City,IL,Endocrinology,Roventra,roventra,Launch product,108,60,9288,118533.78,2024
9000000259,Provider_HCP0259,Synthetic,GA City,GA,Family Practice,Nexoral,nexoral,Competitor A,37,30,1702,18462.82,2024
9000000259,Provider_HCP0259,Synthetic,GA City,GA,Family Practice,Roventra,roventra,Launch product,142,85,8662,33249.55,2024
9000000260,Provider_HCP0260,Synthetic,OH City,OH,Endocrinology,Nexoral,nexoral,Competitor A,268,162,10720,49348.85,2024
9000000261,Provider_HCP0261,Synthetic,PA City,PA,Endocrinology,Nexoral,nexoral,Competitor A,231,143,11319,212848.59,2024
9000000261,Provider_HCP0261,Synthetic,PA City,PA,Endocrinology,Roventra,roventra,Launch product,277,272,9141,127892.03,2024
9000000262,Provider_HCP0262,Synthetic,OH City,OH,Family Practice,Vexpro,vexpro,Competitor B,266,157,20216,172474.84,2024
9000000263,Provider_HCP0263,Synthetic,IL City,IL,Oncology/Hematology,Roventra,roventra,Launch product,266,246,14098,189260.08,2024
9000000263,Provider_HCP0263,Synthetic,IL City,IL,Oncology/Hematology,Vexpro,vexpro,Competitor B,12,11,864,6273.73,2024
9000000264,Provider_HCP0264,Synthetic,OH City,OH,Cardiology,Nexoral,nexoral,Competitor A,43,39,3182,28152.79,2024
